Grant Number	Group	Modality	GEO accession	SRA accession	PRIDE accession	OMERO accession	Other database	Other database accession	DOI	PMID	Pub Year	Title	Abstract	MeSH Keywords	MeSH Extracted	PubMed Keywords	Authors	Author Affiliation	RCR	Total Citations	Journal Name	Journal Volume	Journal Issue	Journal Pages
U01MH115727	Group 4	Genomics	GSE86153, GSE116470, GSE103723				dbGaP	phs000989.v3, phs000424.v8.p1	10.1038/s41586-019-1289-x	31168097	2019	Individual brain organoids reproducibly form cell diversity of the human cerebral cortex.	Experimental models of the human brain are needed for basic understanding of its development and disease1. Human brain organoids hold unprecedented promise for this purpose; however, they are plagued by high organoid-to-organoid variability2,3. This has raised doubts as to whether developmental processes of the human brain can occur outside the context of embryogenesis with a degree of reproducibility that is comparable to the endogenous tissue. Here we show that an organoid model of the dorsal forebrain can reliably generate a rich diversity of cell types appropriate for the human cerebral cortex. We performed single-cell RNA-sequencing analysis of 166,242 cells isolated from 21 individual organoids, finding that 95% of the organoids generate a virtually indistinguishable compendium of cell types, following similar developmental trajectories and with a degree of organoid-to-organoid variability comparable to that of individual endogenous brains. Furthermore, organoids derived from different stem cell lines show consistent reproducibility in the cell types produced. The data demonstrate that reproducible development of the complex cellular diversity of the central nervous system does not require the context of the embryo, and that establishment of terminal cell identity is a highly constrained process that can emerge from diverse stem cell origins and growth environments.	Cell Line;Cerebral Cortex;Female;Fetus;Humans;Induced Pluripotent Stem Cells;Male;Organoids;Prosencephalon;RNA-Seq;Reproducibility of Results;Single-Cell Analysis;Time Factors;Tissue Culture Techniques;Transcriptome	Brain;Cell Line;Cells;Central Nervous System;Cerebral Cortex;Comprehension;Disease;Embryo;Embryonic Development;Environment;Experimental Model;Female;Fetus;Form;Growth;Humans;Induced Pluripotent Stem Cells;Male;Organoids;Prosencephalon;RNA-Seq;Reproducibility of Results;Sequence Determinations, RNA;Single-Cell Analysis;Stem Cells;Time Factors;Tissue Culture Techniques;Tissues;Transcriptome		Velasco, Silvia;Kedaigle, Amanda J;Simmons, Sean K;Nash, Allison;Rocha, Marina;Quadrato, Giorgia;Paulsen, Bruna;Nguyen, Lan;Adiconis, Xian;Regev, Aviv;Levin, Joshua Z;Arlotta, Paola	[Broad Institute of MIT and Harvard, Harvard University, Stanley Center for Psychiatric Research at Broad Institute];[Broad Institute of MIT and Harvard, Harvard University, Stanley Center for Psychiatric Research at Broad Institute];[Broad Institute of MIT and Harvard, Stanley Center for Psychiatric Research at Broad Institute];[Broad Institute of MIT and Harvard, Harvard University, Stanley Center for Psychiatric Research at Broad Institute];[Broad Institute of MIT and Harvard, Harvard University, Stanley Center for Psychiatric Research at Broad Institute];[Broad Institute of MIT and Harvard, California Institute for Regenerative Medicine, Harvard University, Stanley Center for Psychiatric Research at Broad Institute];[Broad Institute of MIT and Harvard, Harvard University, Stanley Center for Psychiatric Research at Broad Institute];[Broad Institute of MIT and Harvard];[Broad Institute of MIT and Harvard, Stanley Center for Psychiatric Research at Broad Institute];[Broad Institute of MIT and Harvard, Howard Hughes Medical Institute, Massachusetts Institute of Technology];[Broad Institute of MIT and Harvard, Stanley Center for Psychiatric Research at Broad Institute];[Broad Institute of MIT and Harvard, Harvard University, Stanley Center for Psychiatric Research at Broad Institute]	23.54	305	Nature	570	7762	523-527
U01MH115727	Group 4								10.1038/s41593-019-0530-0	31768050	2019	Exome sequencing in amyotrophic lateral sclerosis implicates a novel gene, DNAJC7, encoding a heat-shock protein.	To discover novel genes underlying amyotrophic lateral sclerosis (ALS), we aggregated exomes from 3,864 cases and 7,839 ancestry-matched controls. We observed a significant excess of rare protein-truncating variants among ALS cases, and these variants were concentrated in constrained genes. Through gene level analyses, we replicated known ALS genes including SOD1, NEK1 and FUS. We also observed multiple distinct protein-truncating variants in a highly constrained gene, DNAJC7. The signal in DNAJC7 exceeded genome-wide significance, and immunoblotting assays showed depletion of DNAJC7 protein in fibroblasts in a patient with ALS carrying the p.Arg156Ter variant. DNAJC7 encodes a member of the heat-shock protein family, HSP40, which, along with HSP70 proteins, facilitates protein homeostasis, including folding of newly synthesized polypeptides and clearance of degraded proteins. When these processes are not regulated, misfolding and accumulation of aberrant proteins can occur and lead to protein aggregation, which is a pathological hallmark of neurodegeneration. Our results highlight DNAJC7 as a novel gene for ALS.	Amyotrophic Lateral Sclerosis;Case-Control Studies;Exome;Female;Genetic Predisposition to Disease;Genetic Variation;Heat-Shock Proteins;Humans;Male;Molecular Chaperones	Amyotrophic Lateral Sclerosis;Carrying;Case-Control Studies;Exome;Family;Female;Fibroblasts;Genes;Genetic Predisposition to Disease;Genetic Variation;Genome;Heat-Shock Proteins;Humans;Immunoblotting;Lead;Male;Molecular Chaperones;Patients;Polypeptides;Proteins;Proteostasis		Farhan, Sali M K;Howrigan, Daniel P;Abbott, Liam E;Klim, Joseph R;Topp, Simon D;Byrnes, Andrea E;Churchhouse, Claire;Phatnani, Hemali;Smith, Bradley N;Rampersaud, Evadnie;Wu, Gang;Wuu, Joanne;Shatunov, Aleksey;Iacoangeli, Alfredo;Al Khleifat, Ahmad;Mordes, Daniel A;Ghosh, Sulagna;;;;;Eggan, Kevin;Rademakers, Rosa;McCauley, Jacob L;Schüle, Rebecca;Züchner, Stephan;Benatar, Michael;Taylor, J Paul;Nalls, Michael;Gotkine, Marc;Shaw, Pamela J;Morrison, Karen E;Al-Chalabi, Ammar;Traynor, Bryan;Shaw, Christopher E;Goldstein, David B;Harms, Matthew B;Daly, Mark J;Neale, Benjamin M	[Broad Institute of MIT and Harvard, Harvard Medical School, Harvard University, Massachusetts General Hospital, Stanley Center for Psychiatric Research at Broad Institute];[Harvard Medical School, Harvard University, Massachusetts General Hospital, Stanley Center for Psychiatric Research at Broad Institute];[Harvard Medical School, Harvard University, Massachusetts General Hospital, Stanley Center for Psychiatric Research at Broad Institute];[Harvard Stem Cell Institute, Harvard University];[Institute of Psychiatry, Psychology and Neuroscience, King's College London];[Harvard Medical School, Harvard University, Massachusetts General Hospital, Stanley Center for Psychiatric Research at Broad Institute];[Harvard Medical School, Harvard University, Massachusetts General Hospital, Stanley Center for Psychiatric Research at Broad Institute];[New York Genome Center];[Institute of Psychiatry, Psychology and Neuroscience, King's College London];[St. Jude Children's Research Hospital];[St. Jude Children's Research Hospital];[University of Miami];[King's College London];[Institute of Psychiatry, Psychology and Neuroscience, King's College London];[King's College London];[Harvard Stem Cell Institute, Harvard University];[Harvard Stem Cell Institute, Harvard University, Stanley Center for Psychiatric Research at Broad Institute];;;;;[Harvard Stem Cell Institute, Harvard University, Stanley Center for Psychiatric Research at Broad Institute];[Mayo Clinic, Jacksonville];[Miller School of Medicine];[German Center for Neurodegenerative Diseases, Hertie Institute for Clinical Brain Research, University of Tübingen];[Miller School of Medicine];[University of Miami];[Howard Hughes Medical Institute, St. Jude Children's Research Hospital];[National Institute on Aging];[Hadassah Medical Center];[University of Sheffield];[Southampton General Hospital, University of Southampton];[King's College Hospital, King's College London];[Johns Hopkins University, National Institute on Aging];[Institute of Psychiatry, Psychology and Neuroscience, King's College London, University of Auckland];[Columbia University];[Columbia University];[Harvard Medical School, Harvard University, Massachusetts General Hospital, Stanley Center for Psychiatric Research at Broad Institute];[Broad Institute of MIT and Harvard, Harvard Medical School, Harvard University, Massachusetts General Hospital, Stanley Center for Psychiatric Research at Broad Institute]	4.32	55	Nature neuroscience	22	12	1966-1974
U01MH115745	Group 5								10.1038/s41593-018-0316-9	30692691	2019	Differentiation and maturation of oligodendrocytes in human three-dimensional neural cultures.	Investigating human oligodendrogenesis and the interaction of oligodendrocytes with neurons and astrocytes would accelerate our understanding of the mechanisms underlying white matter disorders. However, this is challenging because of the limited accessibility of functional human brain tissue. Here, we developed a new differentiation method of human induced pluripotent stem cells to generate three-dimensional brain organoids that contain oligodendrocytes as well as neurons and astrocytes, called human oligodendrocyte spheroids. We found that oligodendrocyte lineage cells derived in human oligodendrocyte spheroids transitioned through developmental stages similar to primary human oligodendrocytes and that the migration of oligodendrocyte lineage cells and their susceptibility to lysolecithin exposure could be captured by live imaging. Moreover, their morphology changed as they matured over time in vitro and started myelinating neurons. We anticipate that this method can be used to study oligodendrocyte development, myelination, and interactions with other major cell types in the CNS.	Astrocytes;Cell Culture Techniques;Cell Differentiation;Cell Line;Cell Lineage;Humans;Induced Pluripotent Stem Cells;Neurons;Oligodendroglia;Spheroids, Cellular;Transcriptome	Astrocytes;Brain;Cell Culture Techniques;Cell Differentiation;Cell Line;Cell Lineage;Cells;Comprehension;Culture;Human Induced Pluripotent Stem Cells;Humans;In Vitro;Induced Pluripotent Stem Cells;Lysophosphatidylcholines;Methods;Neurons;News;Oligodendroglia;Organoids;Spheroids, Cellular;Time;Tissues;Transcriptome;White Matter		Marton, Rebecca M;Miura, Yuki;Sloan, Steven A;Li, Qingyun;Revah, Omer;Levy, Rebecca J;Huguenard, John R;Pașca, Sergiu P	[Stanford University, Stanford University School of Medicine];[Stanford University, Stanford University School of Medicine];[Stanford University, Stanford University School of Medicine];[Stanford University, Stanford University School of Medicine];[Stanford University, Stanford University School of Medicine];[Stanford University, Stanford University School of Medicine];[Stanford University, Stanford University School of Medicine];[Stanford University, Stanford University School of Medicine]	10.66	135	Nature neuroscience	22	3	484-491
U01MH115745;U01MH115746	Group 5								10.1038/s41592-018-0255-0	30573846	2019	Reliability of human cortical organoid generation.	The differentiation of pluripotent stem cells in three-dimensional cultures can recapitulate key aspects of brain development, but protocols are prone to variable results. Here we differentiated multiple human pluripotent stem cell lines for over 100 d using our previously developed approach to generate brain-region-specific organoids called cortical spheroids and, using several assays, found that spheroid generation was highly reliable and consistent. We anticipate the use of this approach for large-scale differentiation experiments and disease modeling.	Cell Line;Humans;Organoids;Pluripotent Stem Cells;Prosencephalon;Reproducibility of Results;Sequence Analysis, RNA;Single-Cell Analysis;Tissue Engineering	Brain;Cell Line;Culture;Disease;Generations;Humans;Organoids;Pluripotent Stem Cells;Prosencephalon;Reproducibility of Results;Scales;Sequence Analysis, RNA;Single-Cell Analysis;Tissue Engineering		Yoon, Se-Jin;Elahi, Lubayna S;Pașca, Anca M;Marton, Rebecca M;Gordon, Aaron;Revah, Omer;Miura, Yuki;Walczak, Elisabeth M;Holdgate, Gwendolyn M;Fan, H Christina;Huguenard, John R;Geschwind, Daniel H;Pașca, Sergiu P	[Stanford University, Stanford University School of Medicine];[Stanford University, Stanford University School of Medicine];[Stanford University, Stanford University School of Medicine];[Stanford University, Stanford University School of Medicine];[David Geffen School of Medicine, University of California, Los Angeles];[Stanford University, Stanford University School of Medicine];[Stanford University, Stanford University School of Medicine];;;;[Stanford University, Stanford University School of Medicine];[David Geffen School of Medicine, University of California, Los Angeles];[Stanford University, Stanford University School of Medicine]	12.13	167	Nature methods	16	1	75-78
U01MH115746	Group 5								10.1016/j.celrep.2019.05.006	31141683	2019	Reduced Prefrontal Synaptic Connectivity and Disturbed Oscillatory Population Dynamics in the CNTNAP2 Model of Autism.	Loss-of-function mutations in CNTNAP2 cause a syndromic form of autism spectrum disorder in humans and produce social deficits, repetitive behaviors, and seizures in mice. However, the functional effects of these mutations at cellular and circuit levels remain elusive. Using laser-scanning photostimulation, whole-cell recordings, and electron microscopy, we found a dramatic decrease in excitatory and inhibitory synaptic inputs onto L2/3 pyramidal neurons of the medial prefrontal cortex (mPFC) of Cntnap2 knockout (KO) mice, concurrent with reduced spines and synapses, despite normal dendritic complexity and intrinsic excitability. Moreover, recording of mPFC local field potentials (LFPs) and unit spiking in vivo revealed increased activity in inhibitory neurons, reduced phase-locking to delta and theta oscillations, and delayed phase preference during locomotion. Excitatory neurons showed similar phase modulation changes at delta frequencies. Finally, pairwise correlations increased during immobility in KO mice. Thus, reduced synaptic inputs can yield perturbed temporal coordination of neuronal firing in cortical ensembles.	Animals;Autistic Disorder;Dendrites;Disease Models, Animal;Excitatory Postsynaptic Potentials;Female;Male;Membrane Proteins;Mice;Mice, Inbred C57BL;Mice, Knockout;Nerve Tissue Proteins;Prefrontal Cortex;Pyramidal Cells;Synapses	Animals;Autism Spectrum Disorder;Autistic Disorder;Behavior;Biomarkers;Brain;Dendrites;Disease Models, Animal;Electroencephalography;Excitatory Postsynaptic Potentials;Female;Form;Humans;Lasers;Locomotion;Loss of Function Mutation;Male;Membrane Proteins;Mice;Mice, Inbred C57BL;Mice, Knockout;Microscopy, Electron;Mutation;Nerve Tissue Proteins;Neurons;Population Dynamics;Prefrontal Cortex;Pyramidal Cells;Seizures;Spine;Synapses;Whole-Cell Recording	EEG;biomarker;brain state;connectivity;delta;functional;inhibition;oscillation;phase-locking;theta	Lazaro, Maria T;Taxidis, Jiannis;Shuman, Tristan;Bachmutsky, Iris;Ikrar, Taruna;Santos, Rommel;Marcello, G Mark;Mylavarapu, Apoorva;Chandra, Swasty;Foreman, Allison;Goli, Rachna;Tran, Duy;Sharma, Nikhil;Azhdam, Michelle;Dong, Hongmei;Choe, Katrina Y;Peñagarikano, Olga;Masmanidis, Sotiris C;Rácz, Bence;Xu, Xiangmin;Geschwind, Daniel H;Golshani, Peyman	[David Geffen School of Medicine, University of California, Los Angeles];[Brain Research Institute, David Geffen School of Medicine, University of California, Los Angeles];[Brain Research Institute, David Geffen School of Medicine, Icahn School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[University of California, Irvine];[University of California, Irvine];[University of Veterinary Medicine Budapest];[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[University of California, Los Angeles];[CIBERER, CIBERSAM, University of the Basque Country];[Brain Research Institute, University of California, Los Angeles];[University of Veterinary Medicine Budapest];[University of California, Irvine];[David Geffen School of Medicine, University of California, Los Angeles];[Brain Research Institute, David Geffen School of Medicine, University of California, Los Angeles, West Los Angeles VA Medical Center]	2.71	34	Cell reports	27	9	2567-2578.e6
U01MH115746	Group 5								10.1186/s13229-019-0278-0	31198525	2019	CYFIP1 overexpression increases fear response in mice but does not affect social or repetitive behavioral phenotypes.	CYFIP1, a protein that interacts with FMRP and regulates protein synthesis and actin dynamics, is overexpressed in Dup15q syndrome as well as autism spectrum disorder (ASD). While CYFIP1 heterozygosity has been rigorously studied due to its loss in 15q11.2 deletion, Prader-Willi and Angelman syndrome, the effects of CYFIP1 overexpression, as is observed in patients with CYFIP1 duplication, are less well understood. We developed and validated a mouse model of human CYFIP1 overexpression (CYFIP1 OE) using qPCR and western blot analysis. We performed a large battery of behavior testing on these mice, including ultrasonic vocalizations, three-chamber social assay, home-cage behavior, Y-maze, elevated plus maze, open field test, Morris water maze, fear conditioning, prepulse inhibition, and the hot plate assay. We also performed RNA sequencing and analysis on the basolateral amygdala. Extensive behavioral testing in CYFIP1 OE mice reveals no changes in the core behaviors related to ASD: social interactions and repetitive behaviors. However, we did observe mild learning deficits and an exaggerated fear response. Using RNA sequencing of the basolateral amygdala, a region associated with fear response, we observed changes in pathways related to cytoskeletal regulation, oligodendrocytes, and myelination. We also identified GABA-A subunit composition changes in basolateral amygdala neurons, which are essential components of the neural fear conditioning circuit. Overall, this research identifies the behavioral and molecular consequences of CYFIP1 overexpression and how they contribute to the variable phenotype seen in Dup15q syndrome and in ASD patients with excess CYFIP1.	Adaptor Proteins, Signal Transducing;Animals;Anxiety;Autism Spectrum Disorder;Basolateral Nuclear Complex;Behavior, Animal;Cytoskeleton;Fear;GABAergic Neurons;Humans;Intellectual Disability;Interneurons;Learning;Memory Disorders;Mice, Inbred C57BL;Myelin Sheath;Phenotype;Social Behavior	Actins;Adaptor Proteins, Signal Transducing;Affect;Angelman Syndrome;Animals;Anxiety;Autism Spectrum Disorder;Basolateral Nuclear Complex;Behavior;Behavior, Animal;Blot, Western;Cytoskeleton;Elevated Plus Maze Test;Fear;GABAergic Neurons;Humans;Intellectual Disability;Interneurons;Learning;Memory Disorders;Mice;Mice, Inbred C57BL;Morris Water Maze Test;Myelin Sheath;Neurodevelopmental Disorders;Neurons;Oligodendroglia;Open Field Test;Overall;Patients;Phenotype;Polymerase Chain Reaction;Prepulse Inhibition;Proteins;Regulation;Research;Sequence Determinations, RNA;Social Behavior;Social Interaction;Syndrome;Ultrasonics;gamma-Aminobutyric Acid	Autism spectrum disorder (ASD);CYFIP1;Dup15q;Fear conditioning;Mouse behavior;Neurodevelopmental disorders;RNA sequencing	Fricano-Kugler, Catherine;Gordon, Aaron;Shin, Grace;Gao, Kun;Nguyen, Jade;Berg, Jamee;Starks, Mary;Geschwind, Daniel H	[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles]	0.85	10	Molecular autism	10		25
U01MH115746	Group 5								10.1016/j.cell.2019.01.015	30901538	2019	Defining the Genetic, Genomic, Cellular, and Diagnostic Architectures of Psychiatric Disorders.	Studies of the genetics of psychiatric disorders have become one of the most exciting and fast-moving areas in human genetics. A decade ago, there were few reproducible findings, and now there are hundreds. In this review, we focus on the findings that have illuminated the genetic architecture of psychiatric disorders and the challenges of using these findings to inform our understanding of pathophysiology. The evidence is now overwhelming that psychiatric disorders are "polygenic"-that many genetic loci contribute to risk. With the exception of a subset of those with ASD, few individuals with a psychiatric disorder have a single, deterministic genetic cause; rather, developing a psychiatric disorder is influenced by hundreds of different genetic variants, consistent with a polygenic model. As progressively larger studies have uncovered more about their genetic architecture, the need to elucidate additional architectures has become clear. Even if we were to have complete knowledge of the genetic architecture of a psychiatric disorder, full understanding requires deep knowledge of the functional genomic architecture-the implicated loci impact regulatory processes that influence gene expression and the functional coordination of genes that control biological processes. Following from this is cellular architecture: of all brain regions, cell types, and developmental stages, where and when are the functional architectures operative? Given that the genetic architectures of different psychiatric disorders often strongly overlap, we are challenged to re-evaluate and refine the diagnostic architectures of psychiatric disorders using fundamental genetic and neurobiological data.	Alleles;Gene Frequency;Genetic Predisposition to Disease;Genetic Variation;Genome-Wide Association Study;Genomics;Humans;Mental Disorders;Mental Health;Multifactorial Inheritance	Alleles;Architecture;Biological Processes;Brain;Cells;Comprehension;Gene Expression;Gene Frequency;Genes;Genetic Loci;Genetic Predisposition to Disease;Genetic Variation;Genetics;Genome-Wide Association Study;Genomics;Human Genetics;Humans;Knowledge;Mental Disorders;Mental Health;Multifactorial Inheritance;Needs;Review;Risk		Sullivan, Patrick F;Geschwind, Daniel H	[Karolinska Institute, University of North Carolina, Chapel Hill];[David Geffen School of Medicine, University of California, Los Angeles]	10.87	145	Cell	177	1	162-183
U01MH115747	Group 6	Proteomics					NDEx	f93f402c-86d4-11e7-a10d-0ac135e8bacf, 08ba2a31-86da-11e7-a10d-0ac135e8bacf, 18dc9109-86da-11e7-a10d-0ac135e8bacf	10.1016/j.isci.2019.05.025	31174177	2019	A Fast and Flexible Framework for Network-Assisted Genomic Association.	We present an accessible, fast, and customizable network propagation system for pathway boosting and interpretation of genome-wide association studies. This system-NAGA (Network Assisted Genomic Association)-taps the NDEx biological network resource to gain access to thousands of protein networks and select those most relevant and performative for a specific association study. The method works efficiently, completing genome-wide analysis in under 5 minutes on a modern laptop computer. We show that NAGA recovers many known disease genes from analysis of schizophrenia genetic data, and it substantially boosts associations with previously unappreciated genes such as amyloid beta precursor. On this and seven other gene-disease association tasks, NAGA outperforms conventional approaches in recovery of known disease genes and replicability of results. Protein interactions associated with disease are visualized and annotated in Cytoscape, which, in addition to standard programmatic interfaces, allows for downstream analysis.		Amyloid beta-Peptides;Association;Bio-Informatics;Biological Science Disciplines;Biopharmaceuticals;Computers;Disease;Genes;Genetics;Genome;Genome-Wide Association Study;Genomics;Methods;Proteins;Resources;Schizophrenia;Standards;Work	Bioinformatics;Biological Sciences;Genomics	Carlin, Daniel E;Fong, Samson H;Qin, Yue;Jia, Tongqiu;Huang, Justin K;Bao, Bokan;Zhang, Chao;Ideker, Trey	[University of California, San Diego];[University of California, San Diego];[University of California, San Diego];[University of California, San Diego];[University of California, San Diego];[University of California, San Diego];[University of California, San Diego];[University of California, San Diego]	0.53	8	iScience	16		155-161
U01MH115747	Group 6	Review							10.1371/journal.pgen.1008519	31770365	2019	The great hairball gambit.		Genetic Loci;Genetic Predisposition to Disease;Genome-Wide Association Study;Humans;Metabolic Networks and Pathways;Protein Interaction Maps	Genetic Loci;Genetic Predisposition to Disease;Genome-Wide Association Study;Humans;Metabolic Networks and Pathways;Protein Interaction Maps		Flint, Jonathan;Ideker, Trey	[University of California, Los Angeles];[University of California, San Diego]	0.61	11	PLoS genetics	15	11	e1008519
U01MH115747	Group 6								10.1038/s42003-019-0411-9	31069265	2019	Automated four-dimensional long term imaging enables single cell tracking within organotypic brain slices to study neurodevelopment and degeneration.	Current approaches for dynamic profiling of single cells rely on dissociated cultures, which lack important biological features existing in tissues. Organotypic slice cultures preserve aspects of structural and synaptic organisation within the brain and are amenable to microscopy, but established techniques are not well adapted for high throughput or longitudinal single cell analysis. Here we developed a custom-built, automated confocal imaging platform, with improved organotypic slice culture and maintenance. The approach enables fully automated image acquisition and four-dimensional tracking of morphological changes within individual cells in organotypic cultures from rodent and human primary tissues for at least 3 weeks. To validate this system, we analysed neurons expressing a disease-associated version of huntingtin (HTT586Q138-EGFP), and observed that they displayed hallmarks of Huntington's disease and died sooner than controls. By facilitating longitudinal single-cell analyses of neuronal physiology, our system bridges scales necessary to attain statistical power to detect developmental and disease phenotypes.	Amino Acid Substitution;Animals;Animals, Newborn;Cell Differentiation;Cell Tracking;Gene Expression;Hippocampus;Humans;Huntingtin Protein;Huntington Disease;Mice;Mice, Inbred C57BL;Microscopy, Confocal;Models, Biological;Neural Stem Cells;Neurons;Primary Cell Culture;Single-Cell Analysis;Tissue Culture Techniques	Amino Acid Substitution;Animals;Animals, Newborn;Biopharmaceuticals;Brain;Cell Differentiation;Cell Tracking;Cells;Culture;Customs;Disease;Disease Models, Animal;Gene Expression;Hippocampus;Humans;Huntingtin Protein;Huntington Disease;Maintenance;Mice;Mice, Inbred C57BL;Microscopy;Microscopy, Confocal;Models, Biological;Neural Stem Cells;Neurons;Organizations;Phenotype;Physiology;Power, Psychological;Primary Cell Culture;Rodentia;Scales;Single-Cell Analysis;Time-Lapse Imaging;Tissue Culture Techniques;Tissues	Animal disease models;Confocal microscopy;Neurodegeneration;Time-lapse imaging;Tissue culture	Linsley, Jeremy W;Tripathi, Atmiyata;Epstein, Irina;Schmunk, Galina;Mount, Elliot;Campioni, Matthew;Oza, Viral;Barch, Mariya;Javaherian, Ashkan;Nowakowski, Tomasz J;Samsi, Siddharth;Finkbeiner, Steven	;;;[University of California, San Francisco];;;;;;[University of California, San Francisco];[Luxembourg Center for Systems Biomedicine, MIT Lincoln Laboratory, University of Luxembourg];[Gladstone Institutes, University of California, San Francisco]	0.89	12	Communications biology	2		155
U01MH115747	Group 6								10.1016/j.brainres.2019.146470	31542572	2019	Human brain development through the lens of cerebral organoid models.	The brain is one of the most complex organs in the body, which emerges from a relatively simple set of basic 'building blocks' during early development according to complex cellular and molecular events orchestrated through a set of inherited instructions. Innovations in stem cell technologies have enabled modelling of neural cells using two- and three-dimensional cultures. In particular, cerebral ('brain') organoids have taken the center stage of brain development models that have the potential for providing meaningful insight into human neurodevelopmental and neurological disorders. We review the current understanding of cellular events during human brain organogenesis, and the events occurring during cerebral organoid differentiation. We highlight the strengths and weaknesses of this experimental model system. In particular, we explain evidence that organoids can mimic many aspects of early neural development, including neural induction, patterning, and broad neurogenesis and gliogenesis programs, offering the opportunity to study genetic regulation of these processes in a human context. Several shortcomings of the current culture methods limit the utility of cerebral organoids to spontaneously give rise to many important cell types, and to model higher order features of tissue organization. We suggest that future studies aim to improve these features in order to make them better models for the study of laminar organization, circuit formation and how disruptions of these processes relate to disease.	Animals;Brain;Cell Differentiation;Humans;Induced Pluripotent Stem Cells;Models, Neurological;Neurogenesis;Neurons;Organogenesis;Organoids	Animals;Brain;Cell Differentiation;Cells;Comprehension;Culture;Disease;Experimental Model;Future;Genetics;Humans;Induced Pluripotent Stem Cells;Instruction;Methods;Models, Neurological;Nervous System Diseases;Neurogenesis;Neurons;Organizations;Organogenesis;Organoids;Program;Regulation;Review;Stem Cells;Technology;Tissues	Brain organoids;Neural development	Andrews, Madeline G;Nowakowski, Tomasz J	[University of California, San Francisco];[BioHub, University of California, San Francisco]	0.78	12	Brain research	1725		146470
